year,month,date_reported,arrest_date,borough,offense_category,offense_description,bias_motive,offense_category
2023,May,05/24/2023,05/24/2023,QUEENS,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-ASIAN,Race/Color
2023,May,05/25/2023,06/11/2023,QUEENS,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2023,May,05/12/2023,05/12/2023,QUEENS,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-ASIAN,Race/Color
2023,May,05/22/2023,05/22/2023,QUEENS,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2023,May,05/19/2023,05/19/2023,QUEENS,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-ASIAN,Race/Color
2023,May,05/20/2023,05/27/2023,QUEENS,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry
2023,May,05/05/2023,05/27/2023,QUEENS,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry
2023,May,05/15/2023,05/27/2023,QUEENS,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry
2023,May,05/19/2023,05/27/2023,QUEENS,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry
2023,May,05/22/2023,05/27/2023,QUEENS,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry
2023,May,05/18/2023,05/27/2023,QUEENS,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry
2023,May,05/23/2023,,QUEENS,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MUSLIM,Religion/Religious Practice
2023,May,05/02/2023,,STATEN ISLAND,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-TRANSGENDER,Gender
2023,May,05/23/2023,,STATEN ISLAND,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-ASIAN,Race/Color
2023,May,05/19/2023,,STATEN ISLAND,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-ASIAN,Race/Color
2019,June,06/10/2019,06/11/2019,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2019,June,06/29/2019,06/29/2019,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-TRANSGENDER,Gender
2019,June,06/29/2019,07/23/2019,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-TRANSGENDER,Gender
2020,June,06/12/2020,06/12/2020,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-HINDU,Religion/Religious Practice
2021,June,06/18/2021,06/18/2021,BRONX,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-ASIAN,Race/Color
2021,June,06/04/2021,06/04/2021,BRONX,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-GENDER NON-CONFORMING,Gender
2021,June,06/06/2021,06/06/2021,BRONX,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-WHITE,Race/Color
2021,June,06/18/2021,06/18/2021,BRONX,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-ASIAN,Race/Color
2021,June,06/21/2021,06/21/2021,BRONX,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2021,June,06/29/2021,06/29/2021,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-TRANSGENDER,Gender
2021,June,06/16/2021,07/22/2021,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-ASIAN,Race/Color
2021,June,06/20/2021,07/27/2021,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MUSLIM,Religion/Religious Practice
2021,June,06/21/2021,06/24/2021,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-ASIAN,Race/Color
2021,June,06/03/2021,,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-ASIAN,Race/Color
2021,June,06/03/2021,,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-ASIAN,Race/Color
2021,June,06/12/2021,,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-WHITE,Race/Color
2021,June,06/21/2021,,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-ASIAN,Race/Color
2021,June,06/18/2021,,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2022,June,06/11/2022,06/11/2022,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-ASIAN,Race/Color
2022,June,06/16/2022,06/16/2022,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-JEWISH,Religion/Religious Practice
2022,June,06/03/2022,06/03/2022,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation
2022,June,06/11/2022,06/17/2022,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-ASIAN,Race/Color
2022,June,06/21/2022,06/21/2022,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-WHITE,Race/Color
2022,June,06/19/2022,07/12/2022,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2022,June,06/30/2022,07/16/2022,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2022,June,06/07/2022,,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-HISPANIC,Ethnicity/National Origin/Ancestry
2022,June,06/25/2022,,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2022,June,06/23/2022,,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2022,June,06/27/2022,,QUEENS,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2022,June,06/24/2022,,QUEENS,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry
2023,June,06/02/2023,06/02/2023,QUEENS,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry
2023,June,06/05/2023,06/05/2023,QUEENS,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-HISPANIC,Ethnicity/National Origin/Ancestry
2023,June,06/05/2023,06/08/2023,QUEENS,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-HISPANIC,Ethnicity/National Origin/Ancestry
2023,June,06/19/2023,06/19/2023,QUEENS,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-JEWISH,Religion/Religious Practice
2023,June,06/22/2023,,QUEENS,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-ASIAN,Race/Color
2023,June,06/10/2023,,QUEENS,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-ASIAN,Race/Color
2023,June,06/05/2023,,QUEENS,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-HISPANIC,Ethnicity/National Origin/Ancestry
2019,July,07/27/2019,07/26/2019,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-BLACK,Race/Color
2019,July,07/18/2019,07/19/2019,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-WHITE,Race/Color
2020,July,07/29/2020,08/06/2020,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-BLACK,Race/Color
2020,July,07/29/2020,08/06/2020,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-WHITE,Race/Color
2020,July,08/01/2020,08/06/2020,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-WHITE,Race/Color
2020,July,07/30/2020,08/06/2020,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-ASIAN,Race/Color
2020,July,07/23/2020,,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-JEWISH,Religion/Religious Practice
2020,July,07/11/2020,,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-JEWISH,Religion/Religious Practice
2021,July,07/11/2021,12/06/2021,BRONX,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2021,July,07/11/2021,07/22/2021,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-ASIAN,Race/Color
2021,July,07/26/2021,07/27/2021,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MUSLIM,Religion/Religious Practice
2021,July,08/01/2021,09/07/2021,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2021,July,08/08/2021,09/07/2021,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2021,July,07/31/2021,09/07/2021,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-TRANSGENDER,Gender
2021,July,07/27/2021,,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2021,July,07/03/2021,,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2022,July,07/17/2022,07/17/2022,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2022,July,07/08/2022,08/30/2022,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2022,July,07/26/2022,10/11/2022,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-ASIAN,Race/Color
2022,July,07/13/2022,07/13/2022,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-BLACK,Race/Color
2022,July,07/30/2022,08/06/2022,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-ASIAN,Race/Color
2022,July,08/01/2022,09/16/2022,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-ASIAN,Race/Color
2022,July,07/26/2022,12/20/2022,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-JEWISH,Religion/Religious Practice
2022,July,07/01/2022,07/01/2022,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2022,July,07/13/2022,09/05/2022,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-ASIAN,Race/Color
2022,July,07/12/2022,,QUEENS,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-ASIAN,Race/Color
2022,July,07/16/2022,,QUEENS,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-ASIAN,Race/Color
2022,July,07/02/2022,,QUEENS,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-HISPANIC,Ethnicity/National Origin/Ancestry
2019,August,08/05/2019,08/05/2019,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-TRANSGENDER,Gender
2019,August,08/09/2019,08/09/2019,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-JEWISH,Religion/Religious Practice
2019,August,08/16/2019,08/16/2019,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-WHITE,Race/Color
2019,August,08/23/2019,08/23/2019,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-WHITE,Race/Color
2019,August,08/15/2019,08/23/2019,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-WHITE,Race/Color
2019,August,08/08/2019,09/18/2019,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MULTI-RACIAL GROUPS,Race/Color
2020,August,08/06/2020,01/05/2021,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-FEMALE,Gender
2020,August,08/01/2020,08/06/2020,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2021,August,08/06/2021,08/06/2021,BRONX,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MUSLIM,Religion/Religious Practice
2021,August,08/17/2021,08/16/2021,BRONX,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-JEWISH,Religion/Religious Practice
2021,August,08/22/2021,08/24/2021,BRONX,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-ASIAN,Race/Color
2021,August,08/26/2021,08/26/2021,BRONX,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2021,August,08/03/2021,08/03/2021,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-WHITE,Race/Color
2021,August,08/12/2021,,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2021,August,08/29/2021,,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2021,August,08/27/2021,,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-TRANSGENDER,Gender
2021,August,08/11/2021,,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-ASIAN,Race/Color
2021,August,08/04/2021,,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-HISPANIC,Ethnicity/National Origin/Ancestry
2021,August,08/17/2021,,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-JEWISH,Religion/Religious Practice
2021,August,08/17/2021,,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry
2021,August,08/15/2021,,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-ASIAN,Race/Color
2021,August,08/20/2021,,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-JEWISH,Religion/Religious Practice
2021,August,08/29/2021,,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-JEWISH,Religion/Religious Practice
2022,August,08/08/2022,08/17/2022,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry
2022,August,08/04/2022,08/06/2022,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-ASIAN,Race/Color
2022,August,08/09/2022,08/09/2022,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-JEWISH,Religion/Religious Practice
2022,August,08/01/2022,09/16/2022,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-ASIAN,Race/Color
2022,August,08/25/2022,10/13/2022,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2022,August,08/25/2022,03/20/2023,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2022,August,08/05/2022,,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2019,September,09/15/2019,09/15/2019,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2019,September,09/22/2019,09/22/2019,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-ARAB,Ethnicity/National Origin/Ancestry
2019,September,09/12/2019,12/16/2019,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2019,September,09/12/2019,01/22/2020,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2019,September,09/04/2019,,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-WHITE,Race/Color
2019,September,09/23/2019,,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-JEWISH,Religion/Religious Practice
2019,September,09/14/2019,,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2019,September,09/15/2019,,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2020,September,09/27/2020,,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2020,September,09/14/2020,,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-BLACK,Race/Color
2021,September,09/11/2021,09/11/2021,BRONX,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2021,September,09/12/2021,09/12/2021,BRONX,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-JEWISH,Religion/Religious Practice
2021,September,09/05/2021,09/05/2021,BRONX,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2021,September,09/23/2021,09/23/2021,BRONX,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-ASIAN,Race/Color
2021,September,09/12/2021,09/29/2021,BRONX,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-WHITE,Race/Color
2021,September,09/23/2021,10/04/2021,BRONX,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-BLACK,Race/Color
2021,September,09/14/2021,09/14/2021,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-TRANSGENDER,Gender
2021,September,09/18/2021,09/18/2021,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-TRANSGENDER,Gender
2021,September,09/25/2021,,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation
2021,September,09/25/2021,,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2021,September,09/23/2021,,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-ASIAN,Race/Color
2022,September,09/23/2022,09/23/2022,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry
2022,September,09/24/2022,10/18/2022,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry
2022,September,10/01/2022,10/18/2022,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry
2022,September,09/23/2022,10/18/2022,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry
2022,September,09/08/2022,09/08/2022,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-HISPANIC,Ethnicity/National Origin/Ancestry
2022,September,09/11/2022,11/23/2022,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry
2022,September,09/11/2022,09/11/2022,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-HINDU,Religion/Religious Practice
2022,September,09/13/2022,09/13/2022,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-JEWISH,Religion/Religious Practice
2022,September,09/29/2022,,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2022,September,09/07/2022,,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-BLACK,Race/Color
2022,September,09/13/2022,,QUEENS,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MUSLIM,Religion/Religious Practice
2019,October,10/21/2019,10/21/2019,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2020,October,10/08/2020,10/08/2020,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2020,October,10/06/2020,,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-JEWISH,Religion/Religious Practice
2020,October,10/25/2020,,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-WHITE,Race/Color
2021,October,10/08/2021,10/08/2021,BRONX,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-JEWISH,Religion/Religious Practice
2021,October,10/22/2021,09/15/2022,BRONX,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-ASIAN,Race/Color
2021,October,10/18/2021,10/18/2021,BRONX,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-BLACK,Race/Color
2021,October,10/18/2021,01/04/2022,BRONX,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-BLACK,Race/Color
2021,October,10/31/2021,01/13/2022,BRONX,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-ASIAN,Race/Color
2021,October,10/17/2021,10/16/2021,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-WHITE,Race/Color
2021,October,10/31/2021,,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-ASIAN,Race/Color
2021,October,10/30/2021,,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-JEWISH,Religion/Religious Practice
2021,October,10/10/2021,,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation
2021,October,10/06/2021,,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-JEWISH,Religion/Religious Practice
2021,October,10/06/2021,,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-HISPANIC,Ethnicity/National Origin/Ancestry
2021,October,10/27/2021,,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-TRANSGENDER,Gender
2022,October,10/10/2022,10/10/2022,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-JEWISH,Religion/Religious Practice
2022,October,10/22/2022,10/22/2022,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-HISPANIC,Ethnicity/National Origin/Ancestry
2022,October,10/26/2022,10/26/2022,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-HISPANIC,Ethnicity/National Origin/Ancestry
2022,October,10/23/2022,12/06/2022,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-JEWISH,Religion/Religious Practice
2022,October,10/30/2022,12/06/2022,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2022,October,10/27/2022,,QUEENS,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-HISPANIC,Ethnicity/National Origin/Ancestry
2022,October,10/11/2022,,QUEENS,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-JEWISH,Religion/Religious Practice
2019,November,11/19/2019,02/10/2020,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-HISPANIC,Ethnicity/National Origin/Ancestry
2019,November,11/17/2019,,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-HISPANIC,Ethnicity/National Origin/Ancestry
2019,November,11/05/2019,,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-JEWISH,Religion/Religious Practice
2019,November,11/14/2019,,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-WHITE,Race/Color
2019,November,11/21/2019,,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-JEWISH,Religion/Religious Practice
2019,November,11/18/2019,,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2020,November,11/17/2020,12/30/2020,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-FEMALE,Gender
2020,November,11/17/2020,01/05/2021,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-FEMALE,Gender
2020,November,11/29/2020,01/05/2021,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-FEMALE,Gender
2020,November,11/22/2020,01/04/2021,BROOKLYN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2021,November,11/03/2021,11/03/2021,BRONX,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2021,November,11/17/2021,11/17/2021,BRONX,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry
2021,November,11/30/2021,11/30/2021,BRONX,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-TRANSGENDER,Gender
2021,November,11/29/2021,,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-ASIAN,Race/Color
2021,November,11/12/2021,,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-ASIAN,Race/Color
2021,November,11/20/2021,,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2021,November,11/15/2021,,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2021,November,11/17/2021,,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry
2022,November,11/20/2022,01/06/2023,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry
2022,November,11/08/2022,11/08/2022,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-JEWISH,Religion/Religious Practice
2022,November,11/09/2022,11/08/2022,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-JEWISH,Religion/Religious Practice
2022,November,11/16/2022,11/16/2022,MANHATTEN,MISDEMEANOR,MISDEMEANOR ASSAULT,ANTI-TRANSGENDER,Gender
